"cliente","LTV","Deal","Revenue Share","Servico extra","corretagem","lt"
Méner - Assessoria Byline - Escopo Fechado(Mener Cosmeticos Ltda),1980.0,1980.0,,,,1
Tatiane Caixeta - Assessoria Byline - Escopo Fechado(Tatiane Caixeta),1980.0,1980.0,,,,1
Soma - Assessoria Byline - Escopo Fechado(Soma Servicos Contabeis Eireli),1978.65,1978.65,,,,1
Silver Flooring Llc - Assessoria Byline - Escopo Fechado(Silver Flooring Llc),1973.3,1973.3,,,,1
Ninita - Assessoria Byline - Escopo Fechado(Lyra & Vieira Comercio De Alimentos Ltda),1971.0,1971.0,,,,1
Yen Motors - Assessoria Byline - Escopo Fechado(Jcp Comercio De Veiculos Ltda),1968.6,1968.6,,,,1
Score Positivo - Assessoria Byline - Escopo Fechado(Score Positivo Solucoes Comerciais Ltda),1963.0,1963.0,,,,1
Ds Conforto E Lazer Ltda - Assessoria Byline - Escopo Fechado(Ds Conforto E Lazer Ltda),1955.0,1955.0,,,,1
Sofintel - Assessoria Byline - Escopo Fechado(Sofintel Inovacao E Tecnologia Ltda),1955.0,1955.0,,,,1
"2n Corretora De Seguros Ltda - Assessoria Byline - Escopo Fechado(2n Corretora De Seguros Ltda)",1950.0,1950.0,,,,1
Academia Ferreira Schwenck Ltda. - Assessoria Byline - Escopo Fechado(Academia Ferreira Schwenck Ltda.),1950.0,1950.0,,,,1
Central Bicicletas - Assessoria Byline - Escopo Fechado(Comercial Rt Ltda),1950.0,1950.0,,,,1
Out Let 35 - Assessoria Byline - Escopo Fechado(Nogueira & Nogueira Comercio De Calcados Ltda),1950.0,1950.0,,,,1
Winner Comunicacao Visual - Assessoria Byline - Escopo Fechado(Winner Comunicacao Vis Ltda),1950.0,1950.0,,,,1
"53.907.364 Bruno Honorio Pramiu - Assessoria Byline - Escopo Fechado(53.907.364 Bruno Honorio Pramiu)",1949.0,1949.0,,,,1
Clinica Multidisciplinar Joy - Assessoria Byline - Escopo Fechado(Clinica Multidisciplinar Joy Ltda),1949.0,1949.0,,,,1
Goe - Grupo De Odontologia Especializada - Assessoria Byline - Escopo Fechado(Goe Procedimentos Odontologicos E Assessoria Em Cursos De Pos Graduacao Ltda),1949.0,1949.0,,,,1
Guimaraes E Nemetala Advogados - Assessoria Byline - Escopo Fechado(Guimaraes E Nemetala Sociedade De Advogados),1949.0,1949.0,,,,1
Maria Bella Cosmeticos Ltda - Assessoria Byline - Escopo Fechado(Maria Bella Cosmeticos Ltda),1949.0,1949.0,,,,1
Maria De Fatima Da Silva 20177497882 - Assessoria Byline - Escopo Fechado(Maria De Fatima Da Silva 20177497882),1949.0,1949.0,,,,1
Priori Brasil - Assessoria Byline - Escopo Fechado(Priori Brasil Ltda),1949.0,1949.0,,,,1
Ravelly Menezes Sociedade Individual De Advocacia - Assessoria Byline - Escopo Fechado(Ravelly Menezes Sociedade Individual De Advocacia),1949.0,1949.0,,,,1
Skyler Travel Assistant - Assessoria Byline - Escopo Fechado(Skyler Turismo E Viagens Ltda.),1949.0,1949.0,,,,1
Snap.Fi - Assessoria Byline - Escopo Fechado(Snap.Fi),1949.0,1949.0,,,,1
Telero Gastronomia - Assessoria Byline - Escopo Fechado(Telero Gastronomia Ltda),1949.0,1949.0,,,,1
Seleto Industrial Maquinas Para Industria Alimenticia Ltda - Assessoria Byline - Escopo Fechado(Seleto Industrial Maquinas Para Industria Alimenticia Ltda)(Seleto Industrial Maquinas Para Industria Alimenticia Ltda) - Monetização,1948.0,1948.0,,,,1
Borba Pisos E Acabamentos - Assessoria Byline - Escopo Fechado(Borba Pisos E Acabamentos Ltda),1947.0,1947.0,,,,1
Fenix Pell - Assessoria Byline - Escopo Fechado(Montalvao Dias Industria De Papel Ltda.),1942.0,1942.0,,,,1
Almed Africa-America - Assessoria Byline - Escopo Fechado(Almed Africa-America Servicos Operacionais Terceirizados Ltda),1940.0,1940.0,,,,1
Gtx Transportes Ltda - Assessoria Byline - Escopo Fechado(Gtx Transportes Ltda),1940.0,1940.0,,,,1
Lupru Comercio Varejista De Moveis Ltda - Assessoria Byline - Escopo Fechado(Lupru Comercio Varejista De Moveis Ltda),1940.0,1940.0,,,,1
Omma Planejados Ltda - Assessoria Byline - Escopo Fechado(Omma Planejados Ltda),1940.0,1940.0,,,,1
Poliarte - Assessoria Byline - Escopo Fechado(Daiane Elisa Airis Da Rosa),1940.0,1940.0,,,,1
Vale Impermeabilizantes - Assessoria Byline - Escopo Fechado(Jg Industria De Impermeabilizantes Ltda),1940.0,1940.0,,,,1
Vettore Automacao Industria Ltda - Assessoria Byline - Escopo Fechado(Vettore Automacao Industria Ltda),1940.0,1940.0,,,,1
Renovadora De Pneus Cruz De Malta Ltda - Assessoria Byline - Escopo Fechado(Renovadora De Pneus Cruz De Malta Ltda),1931.35,1931.35,,,,1
Ivanbuffet - Assessoria Byline - Escopo Fechado(I Dos S Barcellos Bufe),1931.0,1931.0,,,,1
Agroquim - Assessoria Byline - Escopo Fechado(Riachuelo Insumos Agricolas Ltda),1929.0,1929.0,,,,1
Brind Bebidas - Assessoria Byline - Escopo Fechado(Brind Bebidas Comercio E Distribuicao Ltda),1925.0,1925.0,,,,1
Enele Estofados E Moveis Ltda (E-Com)(Enele Estofados E Moveis Ltda (E-Com)),1925.0,1925.0,,,,1
F M Salomone Funilaria E Venda De Pecas Novas E Usadas Ltda - Assessoria Byline - Escopo Fechado(F M Salomone Funilaria E Venda De Pecas Novas E Usadas Ltda),1924.0,1924.0,,,,1
Fundo De Investimento Imobiliario Dct - Responsabilidade Limitada - Assessoria Byline - Escopo Fechado(Fundo De Investimento Imobiliario Dct - Responsabilidade Limitada),1924.0,1924.0,,,,1
Go4 Digital Ltda - Assessoria Byline - Escopo Fechado(Go4 Digital Ltda),1924.0,1924.0,,,,1
Neves E Lelis Sociedade De Advogados - Assessoria Byline - Escopo Fechado(Neves E Lelis Sociedade De Advogados),1924.0,1924.0,,,,1
Neves E Lelis Sociedade De Advogados - Assessoria Byline - Escopo Fechado(Neves E Lelis Sociedade De Advogados)(Neves E Lelis Sociedade De Advogados) - Monetização,1924.0,1924.0,,,,1
Sempre Seguro Corretora De Seguros - Assessoria Byline - Escopo Fechado(Luso Sempre Seguro - Corretora De Seguros Ltda.),1924.0,1924.0,,,,1
Tecmax Solucoes - Assessoria Byline - Escopo Fechado(Tecmax Solucoes Em Tecnologia Da Informacao Ltda),1924.0,1924.0,,,,1
Vega Finance - Assessoria Byline - Escopo Fechado(Vega Agentes Autonomos De Investimento Ltda),1924.0,1924.0,,,,1
"37.570.627 Leonardo Santos Ferreira - Assessoria Byline - Escopo Fechado(37.570.627 Leonardo Santos Ferreira)",1921.0,1921.0,,,,1
Chico Ricco - Assessoria Byline - Escopo Fechado(Chico Ricco Business Ltda),1921.0,1921.0,,,,1
Flyve - Assessoria Byline - Escopo Fechado(Flyve Ltda),1921.0,1921.0,,,,1
Marcenario Marcenaria De Alto Padrão - Assessoria Byline - Escopo Fechado(Marcenario Marcenaria De Alto Padrão),1921.0,1921.0,,,,1
Piramide Pneus - Assessoria Byline - Escopo Fechado(Cruz Comercio E Servicos De Pneus Ltda),1921.0,1921.0,,,,1
Repgen Participacoes - Assessoria Byline - Escopo Fechado(Repgen Participacoes Ltda),1921.0,1921.0,,,,1
Aiphonecell Celulares E Eletronicos Ltda(Aiphonecell Celulares E Eletronicos Ltda),1917.32,1917.32,,,,1
Fabio M Guimaraes & Cia Ltda - Assessoria Byline - Escopo Fechado(Fabio M Guimaraes & Cia Ltda),1914.86,1914.86,,,,1
Cardio Corp. Marcapasso E Cardiologia Diagnostica - Assessoria Byline - Escopo Fechado(Cardio Corp. Marcapasso E Cardiologia Diagnostica),1906.0,1906.0,,,,1
Centro Educacional Flavia Rita Ltda - Assessoria Byline - Escopo Fechado(Centro Educacional Flavia Rita Ltda),1906.0,1906.0,,,,1
Dra. Silvia Gandra - Assessoria Byline - Escopo Fechado(Clinica Medica Souto & Gandra S/S),1906.0,1906.0,,,,1
Estetica E Beleza Sorocaba Ltda - Assessoria Byline - Escopo Fechado(Estetica E Beleza Sorocaba Ltda),1906.0,1906.0,,,,1
Kot Engenharia - Assessoria Byline - Escopo Fechado(Kotchergenko Engenharia Ltda),1906.0,1906.0,,,,1
Advocacia Mikaeli Scudeler - Assessoria Byline - Escopo Fechado(Advocacia Mikaeli Scudeler),1905.82,1905.82,,,,1
Intermedium - Assessoria Byline - Escopo Fechado(Intermedium Terceirizacao De Servicos Ltda),1905.82,1905.82,,,,1
Total Hotel - Assessoria Byline - Escopo Fechado(Avant Administracao Hoteleira Ltda),1905.82,1905.82,,,,1
Two Fixer - Assessoria Byline - Escopo Fechado(Two Fixer Calusni Comercio Ltda),1905.82,1905.82,,,,1
Kallel Pereira - Assessoria Byline - Escopo Fechado(Alyson Kallel Pereira Ltda),1904.0,1904.0,,,,1
Rafael Gerade Servicos Medicos - Assessoria Byline - Escopo Fechado(Rafael Gerade Servicos Medicos Ltda.),1904.0,1904.0,,,,1
Desosp Servicos Em Informatica Ltda - Assessoria Byline - Escopo Fechado(Desosp Servicos Em Informatica Ltda),1901.0,1901.0,,,,1
"38.469.423 Victor Da Silva Souza - Assessoria Byline - Escopo Fechado(38.469.423 Victor Da Silva Souza)",1900.0,1900.0,,,,1
Annye Karollyne B De M Salles Cabelereiros - Assessoria Byline - Escopo Fechado(Annye Karollyne B De M Salles Cabelereiros),1900.0,1900.0,,,,1
Aplic Publicidade E Propaganda - Assessoria Byline - Escopo Fechado(Asr Propaganda E Publicidade Ltda),1900.0,1900.0,,,,1
Crd Soluções - Assessoria Byline - Escopo Fechado(Ism Servicos De Imagem Ltda),1900.0,1900.0,,,,1
Crystiany Guilherme Academy(Crystiany Guilherme Academy),1900.0,1900.0,,,,2
Engelog Gerenciamento De Risco Ltda - Assessoria Byline - Escopo Fechado(Engelog Gerenciamento De Risco Ltda),1900.0,1900.0,,,,1
Funeraria Motta Ltda - Assessoria Byline - Escopo Fechado(Funeraria Motta Ltda),1900.0,1900.0,,,,1
Gôndolas Maringá - Assessoria Byline - Escopo Fechado(Gondolas Maringa Instalacoes Comerciais Ltda),1900.0,1900.0,,,,1
Inca Solar Solucoes - Assessoria Byline - Escopo Fechado(Inti Solar Solucoes Em Energia Ltda.),1900.0,1900.0,,,,1
Kel Industria De Travesseiros Ltda - Assessoria Byline - Escopo Fechado(Kel Industria De Travesseiros Ltda),1900.0,1900.0,,,,1
Midia Massa - Assessoria Byline - Escopo Fechado(L P De Oliveira Comunicacao),1900.0,1900.0,,,,1
Novo Corretora De Seguros Ltda - Assessoria Byline - Escopo Fechado(Novo Corretora De Seguros Ltda),1900.0,1900.0,,,,1
Save Inteligência Corporativa - Assessoria Byline - Escopo Fechado(Save Reintegradora E Inteligência Corporativa Ltda),1900.0,1900.0,,,,1
Tech International Do Brasil - Assessoria Byline - Escopo Fechado(Tech International Do Brasil Solucoes Em Reparos Ltda.),1900.0,1900.0,,,,1
Telefiber - Assessoria Byline - Escopo Fechado(Telefiber Telecomunicacoes Ltda),1900.0,1900.0,,,,1
Vise - Assessoria Byline - Escopo Fechado(Vise Portas Ltda),1900.0,1900.0,,,,1
Vsa Company - Assessoria Byline - Escopo Fechado(Viana Servicos Administrativos Ltda),1900.0,1900.0,,,,1
Resilienza Industria E Comercio Ltda - Assessoria Byline - Escopo Fechado(Resilienza Industria E Comercio Ltda)(Resilienza Industria E Comercio Ltda) - Monetização,1898.34,1898.34,,,,1
Cde Solar - Assessoria Byline - Escopo Fechado(Jje Energia Solar E Materiais Ltda.),1898.0,1898.0,,,,1
Cde Solar - Assessoria Byline - Escopo Fechado(Jje Energia Solar E Materiais Ltda.) - Assessoria Byline - Escopo Fechado(Jje Energia Solar E Materiais Ltda.),1898.0,1898.0,,,,1
Guimaraes Agro Solutions - Assessoria Byline - Escopo Fechado(Anderson Hebert Guimaraes),1898.0,1898.0,,,,1
Infoline Banda Larga - Assessoria Byline - Escopo Fechado(F. Rodrigues Servicos E Telecom Ltda),1898.0,1898.0,,,,1
Médica Comércio Representação - Assessoria Byline - Escopo Fechado(Medica Comercio Representacao E Importacao Ltda),1898.0,1898.0,,,,1
Olhare - Clinica De Olhos Sociedade Simples Ltda - Assessoria Byline - Escopo Fechado(Olhare - Clinica De Olhos Sociedade Simples Ltda),1898.0,1898.0,,,,1
Plastable Industria De Produtos Plasticos Ltda - Assessoria Byline - Escopo Fechado(Plastable Industria De Produtos Plasticos Ltda),1898.0,1898.0,,,,1
Raac Auditores E Consultores Independentes Sociedade Simples - Assessoria Byline - Escopo Fechado(Raac Auditores E Consultores Independentes Sociedade Simples),1898.0,1898.0,,,,1
Sao Cristovao Armazens Gerais Ltda - Assessoria Byline - Escopo Fechado(Sao Cristovao Armazens Gerais Ltda),1898.0,1898.0,,,,1
Xceed Professional(Xceed Professional)(Xceed Professional),1898.0,1898.0,,,,2
Bittencourt Gestao Empresarial(Bittencourt Gestao Empresarial Ltda),1897.0,1897.0,,,,1
Ferraz Marketing E Negocios Ltda 4(Ferraz Marketing E Negocios Ltda 4),1897.0,1897.0,,,,1
Podium Lava Rapido(Podium Lava Rapido Ltda),1897.0,1897.0,,,,1
Veiga Odontologia Especializada Ltda - Assessoria Byline - Escopo Fechado(Veiga Odontologia Especializada Ltda),1892.0,1892.0,,,,1
Dmtk Comercio De Pecas Industriais Ltda(Dmtk Comercio De Pecas Industriais Ltda),1890.0,1890.0,,,,3
Mastersul Servicos De Valores Adicionados Ltda(Mastersul Servicos De Valores Adicionados Ltda),1883.0,1883.0,,,,7
Lance Betting - Assessoria Byline - Escopo Fechado(Lance Web Ltda),1880.0,1880.0,,,,1
Aerodynamic Technology - Assessoria Byline - Escopo Fechado(Aerodynamic Technology Automacao Ltda),1878.0,1878.0,,,,1
Sogni Negocios - Assessoria Byline - Escopo Fechado(Fabiano Dourado Dos Santos),1876.0,1876.0,,,,1
Sogni Negocios - Assessoria Byline - Escopo Fechado(Fabiano Dourado Dos Santos) - Assessoria Byline - Escopo Fechado(Fabiano Dourado Dos Santos),1876.0,1876.0,,,,1
Mk Prime Services(Mk Prime Services),1874.0,1874.0,,,,2
Taunos Industria E Comercio De Maquinas Ltda - Assessoria Byline - Escopo Fechado(Taunos Industria E Comercio De Maquinas Ltda),1874.0,1874.0,,,,1
Evlos4u - Assessoria Byline - Escopo Fechado(Evlos4u Consultoria Ltda),1870.0,1870.0,,,,1
Vibe Log Transportes - Assessoria Byline - Escopo Fechado(Vibe Log Transportes Ltda),1861.0,1861.0,,,,1
Nila Costa Photography Llc(Nila Costa Photography Llc),1860.0,1860.0,,,,8
"Luana Ramalho Home - Assessoria Byline - Escopo Fechado(Luana Ramalho, Fabricacao, Comercio, Importacao E Exportacao Ltda)",1857.0,1857.0,,,,1
Samba Steakhouse(Samba Steakhouse),1854.0,1854.0,,,,2
Arte Decore Ind. Com. Ltda - Assessoria Byline - Escopo Fechado(Arte Decore Ind. Com. Ltda),1850.0,1850.0,,,,1
Fm Servicos De Saude Ltda(Fm Servicos De Saude Ltda),1850.0,1850.0,,,,1
Camila Cristina Claudino Ltda - Assessoria Byline - Escopo Fechado(Camila Cristina Claudino Ltda),1847.0,1847.0,,,,1
Cr Comercio De Equipamentos Eletronicos Ltda - Assessoria Byline - Escopo Fechado(Cr Comercio De Equipamentos Eletronicos Ltda),1846.0,1846.0,,,,1
Paraiba Comercio Transporte De Areia E Brita - Assessoria Byline - Escopo Fechado(Paraiba Comercio De Areia E Brita Ltda),1846.0,1846.0,,,,1
Marques Industria - Assessoria Byline - Escopo Fechado(Marques Industria Ltda),1840.0,1840.0,,,,1
Oncodigestiva Clinica Cirurgica Do Aparelho Digestivo Ltda - Assessoria Byline - Escopo Fechado(Oncodigestiva - Clinica Cirurgica Do Aparelho Digestivo Ltda),1840.0,1840.0,,,,1
Soccer Station Uma Aventura De Futebol - Assessoria Byline - Escopo Fechado(Soccer Station Uma Aventura De Futebol Ltda),1840.0,1840.0,,,,1
Cobra Correntes Brasileiras Ltda - Assessoria Byline - Escopo Fechado(Cobra Correntes Brasileiras Ltda),1836.0,1836.0,,,,1
Vassoura Quebrada - Santa Cruz(Vq18 Ltda),1834.0,1834.0,,,,2
Vassoura Quebrada - Unidade Atrium Shopping(Accio Entretenimento E Servico Ltda),1834.0,1834.0,,,,2
Vassoura Quebrada - Unidade Goiânia(Vq08 Entretenimento E Comercio Ltda),1834.0,1834.0,,,,2
Vassoura Quebrada - Unidade Shopping Parque Da Cidade(Vassoura Quebrada Entretenimento E Servicos Ltda),1834.0,1834.0,,,,2
Mag Vieira Distribuidora De Pecas - Ltda(Mag Vieira Distribuidora De Pecas - Ltda),1833.33,1833.33,,,,1
Daiane Vidal Martins Ltda - Assessoria Byline - Escopo Fechado(Daiane Vidal Martins Ltda),1833.0,1833.0,,,,1
C Y W Musical Bazar E Instrumentos Musicais Ltda - Assessoria Byline - Escopo Fechado(C Y W Musical Bazar E Instrumentos Musicais Ltda),1831.0,1831.0,,,,1
Pmz - Assessoria Byline - Escopo Fechado(Pmz Distribuidora S.A),1831.0,1831.0,,,,1
Cg Odontologia Protese Dental Marketing E Educacao Ltda(Cg Odontologia Protese Dental Marketing E Educacao Ltda),1830.0,1830.0,,,,1
A Casa Do Gato - Assessoria Byline - Escopo Fechado(A Casa Do Gato Ltda),1825.0,1825.0,,,,1
Beatus Barbearia Ltda - Assessoria Byline - Escopo Fechado(Beatus Barbearia Ltda),1825.0,1825.0,,,,1
Cachaca Asa Branca - Assessoria Byline - Escopo Fechado(Asa Branca Destilaria Industria E Comercio Ltda),1825.0,1825.0,,,,1
Dra Bianca Vital - Biomedicina Estetica - Assessoria Byline - Escopo Fechado(Rodrigo Ferreira Caetano Centro De Estetica E Treinamento),1825.0,1825.0,,,,1
Embutidos Vale Europeu Ltda - Assessoria Byline - Escopo Fechado(Embutidos Vale Europeu Ltda),1825.0,1825.0,,,,1
Emercor - Assessoria Byline - Escopo Fechado(Pronto Vida Emergencias Medicas Ltda.),1825.0,1825.0,,,,1
"I R Arruda Silva Imobiliaria, Construtora E Incorporadora Ltda - Assessoria Byline - Escopo Fechado(I R Arruda Silva Imobiliaria, Construtora E Incorporadora Ltda)",1825.0,1825.0,,,,1
Jb Trans / Hort - Assessoria Byline - Escopo Fechado(Johnny Rodrigues),1825.0,1825.0,,,,1
Lm Rodrigues Contabilidade E Gestao Empresarial Ltda - Assessoria Byline - Escopo Fechado(Lm Rodrigues Contabilidade E Gestao Empresarial Ltda),1825.0,1825.0,,,,1
Lotus Odontologia - Assessoria Byline - Escopo Fechado(Costa E Silva Odontologia Ltda),1825.0,1825.0,,,,1
Maxxi Distribuidora - Assessoria Byline - Escopo Fechado(Maxxi Distribuidora De Medicamentos Hospitalares Ltda),1825.0,1825.0,,,,1
Pelerine Dermatologia Personalizada - Assessoria Byline - Escopo Fechado(Pelerine Dermatologia Personalizada Ltda),1825.0,1825.0,,,,1
Phortol Comercial Ltda - Assessoria Byline - Escopo Fechado(Porthol Comercial Ltda),1825.0,1825.0,,,,1
Tolentino & Castro Farmacia De Manipulacao Ltda - Assessoria Byline - Escopo Fechado(Tolentino & Castro Farmacia De Manipulacao Ltda),1825.0,1825.0,,,,1
Inq - Assessoria Byline - Escopo Fechado(Ibrespa - Instituto Brasileiro De Responsabilidade Socio-Politico Ambiental No Distrito Federal),1823.0,1823.0,,,,1
Romanini Atelie Ltda(Romanini Atelie Ltda),1823.0,1823.0,,,,1
Cdc Conexoes Hidraulicas - Assessoria Byline - Escopo Fechado(Cdc Conexoes Hidraulicas Ltda),1816.0,1816.0,,,,1
C R Caranhatto Seguranca Eletronica - Assessoria Byline - Escopo Fechado(Bruno Alves Caranhatto),1815.0,1815.0,,,,1
Mafer - Assessoria Byline - Escopo Fechado(Mafer),1813.0,1813.0,,,,1
Topfield - Assessoria Byline - Escopo Fechado(Tce Empreendimentos Esportivos Ltda),1813.0,1813.0,,,,1
Rafael De Almeida Simao 15956606827 - Assessoria Byline - Escopo Fechado(Rafael De Almeida Simao 15956606827),1810.0,1810.0,,,,1
Agroneri Servicos De Irrigacao(Agroneri Servicos De Irrigacao Ltda),1808.0,24.0,1784.0,,,6
Profit Engenharia - Assessoria Byline - Escopo Fechado(Profit Engenharia E Consultoria Ltda),1806.0,1806.0,,,,1
Bontempo Assessoria E Consultoria De Turismo Ltda - Assessoria Byline - Escopo Fechado(Bontempo Assessoria E Consultoria De Turismo Ltda),1804.8,1804.8,,,,1
Agromercado.Tv & Mega Portal Dos Leiloes(Mathias Feiras E Exposicoes Agropecuarias Ltda),1800.0,1800.0,,,,1
Aqui Planos Corretagem De Seguros Ltda - Assessoria Byline - Escopo Fechado(Aqui Planos Corretagem De Seguros Ltda),1800.0,1800.0,,,,1
Arsenal - Seguranca Privada Ltda - Assessoria Byline - Escopo Fechado(Arsenal - Seguranca Privada Ltda),1800.0,1800.0,,,,1
Atlanticom Telecomunicacoes Eireli - Transição(Atlanticom Telecomunicacoes Eireli ),1800.0,1800.0,,,,2
Camaleon Comunicacao Visual Ltda - Assessoria Byline - Escopo Fechado(Camaleon Comunicacao Visual Ltda),1800.0,1800.0,,,,1
Caroll Diaz Fitwear - Assessoria Byline - Escopo Fechado(Carolina Diaz Oliveira Ltda),1800.0,1800.0,,,,1
Casa Das Baterias - Assessoria Byline - Escopo Fechado(Casa Das Baterias Ltda),1800.0,1800.0,,,,1
Casa Do Adesivo Oficial Ltda - Assessoria Byline - Escopo Fechado(Casa Do Adesivo Oficial Ltda),1800.0,1800.0,,,,1
Castro E Frota Panificacao Ltda - Assessoria Byline - Escopo Fechado(Castro E Frota Panificacao Ltda),1800.0,1800.0,,,,1
Claudio Braga Odontologia - Assessoria Byline - Escopo Fechado(Primore Odontologia Especializada),1800.0,1800.0,,,,1
Clinica Rauber - Assessoria Byline - Escopo Fechado(Clinica Odontologica Carazinho Ltda),1800.0,1800.0,,,,1
Conceria Handmade - Assessoria Byline - Escopo Fechado(Conceria Alta Moda Ltda),1800.0,1800.0,,,,1
Disbrax Distribuicao Importacao E Exportacao De Produtos Em Geral Ltda(Disbrax Distribuicao Importacao E Exportacao De Produtos Em Geral Ltda),1800.0,1800.0,,,,3
Ea Chaves Ltda - Assessoria Byline - Escopo Fechado(Ea Chaves Ltda),1800.0,1800.0,,,,1
Eletrica Tensao Ltda - Assessoria Byline - Escopo Fechado(Eletrica Tensao Ltda),1800.0,1800.0,,,,1
Elisangela Aparecida Quintino Cassarini - Assessoria Byline - Escopo Fechado(Elisangela Aparecida Quintino Cassarini),1800.0,1800.0,,,,1
Estancia Canastra(Estancia Da Canastra Ltda.),1800.0,1800.0,,,,1
Estudio De Yoga Samatva Ashtanga Ltda - Assessoria Byline - Escopo Fechado(Estudio De Yoga Samatva Ashtanga Ltda),1800.0,1800.0,,,,1
Evandro Carlos Manjabosco Ltda - Assessoria Byline - Escopo Fechado(Evandro Carlos Manjabosco Ltda),1800.0,1800.0,,,,1
Ferro & Aco Demarqui Ltda - Assessoria Byline - Escopo Fechado(Ferro & Aco Demarqui Ltda),1800.0,1800.0,,,,1
"Fgpos Odontologia, Cursos, Palestras E Eventos Ltda - Assessoria Byline - Escopo Fechado(Fgpos Odontologia, Cursos, Palestras E Eventos Ltda.)",1800.0,1800.0,,,,1
Frs Prestacao De Servicos Administrativos Ltda - Assessoria Byline - Escopo Fechado(Frs Prestacao De Servicos Administrativos Ltda),1800.0,1800.0,,,,1
Futuretec Sa - Assessoria Byline - Escopo Fechado(Fsa Servicos Adicionados A Internet Ltda),1800.0,1800.0,,,,1
Geatel Servicos De Telefonia E Seguranca Ltda - Assessoria Byline - Escopo Fechado(Geatel Servicos De Telefonia E Seguranca Ltda),1800.0,1800.0,,,,1
Goin Tecnologia - Assessoria Byline - Escopo Fechado(Brasil Radiowave Ltda),1800.0,1800.0,,,,1
Grupo Salus - 123(Grupo Salus - 123 ),1800.0,1800.0,,,,3
Gv Comercio Locacoes Representacoes E Transportes Especiais Ltda - Assessoria Byline - Escopo Fechado(Gv Comercio Locacoes Representacoes E Transportes Especiais Ltda),1800.0,1800.0,,,,1
Ice Caipidrink - Assessoria Byline - Escopo Fechado(Ammi E Dvd Beverage - Producao E Distribuicao De Bebidas Ltda),1800.0,1800.0,,,,1
Italinea Conception - Assessoria Byline - Escopo Fechado(Conception Design Ambientes Planejados Ltda),1800.0,1800.0,,,,1
Jacarandá Construções - Assessoria Byline - Escopo Fechado(Jt Construcoes Ltda),1800.0,1800.0,,,,1
Jp Transporte E Logistica De Containers - Assessoria Byline - Escopo Fechado(Jp Transporte E Logistica De Containers Ltda),1800.0,1800.0,,,,1
L&S Import Produtos De Pigmentacao Ltda(L&S Import Produtos De Pigmentacao Ltda)(L&S Import Produtos De Pigmentacao Ltda),1800.0,1800.0,,,,3
Legacy Pro Cleaning Services(Legacy Pro Cleaning Services),1800.0,1800.0,,,,2
M Farid - Assessoria Byline - Escopo Fechado(Marcelo Farid Moraes Diniz 32307529888),1800.0,1800.0,,,,1
Maio Marketing Ltda - Assessoria Byline - Escopo Fechado(Maio Marketing Ltda),1800.0,1800.0,,,,1
Max Mullher - Assessoria Byline - Escopo Fechado(Max Mullher),1800.0,1800.0,,,,1
Mercaday - Assessoria Byline - Escopo Fechado(Mercaday Comercio De Variedades Ltda),1800.0,1800.0,,,,1
Mf Private - Assessoria Byline - Escopo Fechado(Mf Private Assessoria De Investimentos Ltda),1800.0,1800.0,,,,1
Misuta Sushi(Misuta Sushi Restaurante Ltda),1800.0,1800.0,,,,2
Natilux - Assessoria Byline - Escopo Fechado(Natilux Ltda),1800.0,1800.0,,,,1
Noox Design - Assessoria Byline - Escopo Fechado(Noox Design Ltda),1800.0,1800.0,,,,1
Padaria E Confeitaria Do Portugues(Padaria E Confeitaria Sao Marco Ltda),1800.0,1800.0,,,,1
Plenitude Administradora De Cartao De Desconto Ltda(Plenitude Administradora De Cartao De Desconto Ltda),1800.0,1800.0,,,,3
Posto Freeway Recreio - Assessoria Byline - Escopo Fechado(Mattar E Mattar Auto Posto Ltda.),1800.0,1800.0,,,,1
Pousada Bahia 10,1800.0,1800.0,,,,1
Pousada Bahia Bacana,1800.0,1800.0,,,,1
Pousada Bahia Tambor,1800.0,1800.0,,,,1
Pousada Vila Da Barra,1800.0,1800.0,,,,1
Priori Agronegocios Ltda - Assessoria Byline - Escopo Fechado(Priori Agronegocios Ltda),1800.0,1800.0,,,,1
Rcy Energia Solar - Assessoria Byline - Escopo Fechado(Rcy Energia Solar Ltda),1800.0,1800.0,,,,1
Sb Clinica Medica Ltda - Assessoria Byline - Escopo Fechado(Sb Clinica Medica Ltda),1800.0,1800.0,,,,1
Soriano E Romanzini Negocios Imobiliarios - Assessoria Byline - Escopo Fechado(Soriano E Romanzini Negocios Imobiliarios Ltda),1800.0,1800.0,,,,1
Stop Bus Distribuidora Ltda(Stop Bus Distribuidora Ltda),1800.0,1800.0,,,,1
Technorodas - Assessoria Byline - Escopo Fechado(Agri Rodas Industrial Agricola Ltda),1800.0,1800.0,,,,1
Tecvolt Energia Solar Ltda - Assessoria Byline - Escopo Fechado(Tecvolt Energia Solar Ltda),1800.0,1800.0,,,,1
Thais De Almeida Guizellini Cursos - Assessoria Byline - Escopo Fechado(Thais De Almeida Guizellini Cursos),1800.0,1800.0,,,,1
Titoneli Veiculos - Assessoria Byline - Escopo Fechado(Ww Padua - Veiculos E Pecas Ltda),1800.0,1800.0,,,,1
Vassoura Veiculos - Assessoria Byline - Escopo Fechado(Vassoura Comercio De Veiculos Ltda),1800.0,1800.0,,,,1
Voy Alimentos Ltda(Voy Alimentos Ltda),1800.0,1800.0,,,,1
